wavelength_nm,irradiance
763.72,4.86690000E+14
763.73,4.86767000E+14
763.74,4.86820000E+14
763.75,4.86801000E+14
763.76,4.86613000E+14
763.77,4.86167000E+14
763.78,4.85542000E+14
763.79,4.85069000E+14
763.80,4.85096000E+14
763.81,4.85618000E+14
763.82,4.86280000E+14
763.83,4.86756000E+14
763.84,4.86976000E+14
763.85,4.87037000E+14
763.86,4.87039000E+14
763.87,4.87032000E+14
763.88,4.87029000E+14
763.89,4.87023000E+14
763.90,4.86984000E+14
763.91,4.86839000E+14
763.92,4.86438000E+14
763.93,4.85581000E+14
763.94,4.84189000E+14
763.95,4.82538000E+14
763.96,4.81239000E+14
763.97,4.80770000E+14
763.98,4.81060000E+14
763.99,4.81665000E+14
764.00,4.82229000E+14
764.01,4.82706000E+14
764.02,4.83214000E+14
764.03,4.83808000E+14
764.04,4.84415000E+14
764.05,4.84918000E+14
764.06,4.85198000E+14
764.07,4.85210000E+14
764.08,4.85085000E+14
764.09,4.85058000E+14
764.10,4.85250000E+14
764.11,4.85620000E+14
764.12,4.86059000E+14
764.13,4.86449000E+14
764.14,4.86706000E+14
764.15,4.86830000E+14
764.16,4.86870000E+14
764.17,4.86847000E+14
764.18,4.86645000E+14
764.19,4.85818000E+14
764.20,4.83398000E+14
764.21,4.78322000E+14
764.22,4.71014000E+14
764.23,4.64739000E+14
764.24,4.63718000E+14
764.25,4.68774000E+14
764.26,4.76262000E+14
764.27,4.82070000E+14
764.28,4.84982000E+14
764.29,4.85976000E+14
764.30,4.86201000E+14
764.31,4.86220000E+14
764.32,4.86202000E+14
764.33,4.86184000E+14
764.34,4.86174000E+14
764.35,4.86171000E+14
764.36,4.86172000E+14
764.37,4.86173000E+14
764.38,4.86169000E+14
764.39,4.86155000E+14
764.40,4.86133000E+14
764.41,4.86109000E+14
764.42,4.86088000E+14
764.43,4.86076000E+14
764.44,4.86071000E+14
764.45,4.86072000E+14
764.46,4.86073000E+14
764.47,4.86068000E+14
764.48,4.86055000E+14
764.49,4.86034000E+14
764.50,4.86010000E+14
764.51,4.85991000E+14
764.52,4.85980000E+14
764.53,4.85975000E+14
764.54,4.85976000E+14
764.55,4.85977000E+14
764.56,4.85974000E+14
764.57,4.85963000E+14
764.58,4.85943000E+14
764.59,4.85920000E+14
764.60,4.85899000E+14
764.61,4.85884000E+14
764.62,4.85877000E+14
764.63,4.85877000E+14
764.64,4.85878000E+14
764.65,4.85876000E+14
764.66,4.85866000E+14
764.67,4.85848000E+14
764.68,4.85825000E+14
764.69,4.85805000E+14
764.70,4.85791000E+14
764.71,4.85784000E+14
764.72,4.85784000E+14
764.73,4.85785000E+14
764.74,4.85784000E+14
764.75,4.85771000E+14
764.76,4.85736000E+14
764.77,4.85670000E+14
764.78,4.85575000E+14
764.79,4.85478000E+14
764.80,4.85404000E+14
764.81,4.85343000E+14
764.82,4.85267000E+14
764.83,4.85186000E+14
764.84,4.85143000E+14
764.85,4.85148000E+14
764.86,4.85151000E+14
764.87,4.85087000E+14
764.88,4.84951000E+14
764.89,4.84812000E+14
764.90,4.84776000E+14
764.91,4.84875000E+14
764.92,4.84994000E+14
764.93,4.84900000E+14
764.94,4.84389000E+14
764.95,4.83406000E+14
764.96,4.81932000E+14
764.97,4.79793000E+14
764.98,4.76974000E+14
764.99,4.74348000E+14
765.00,4.73415000E+14
765.01,4.74827000E+14
765.02,4.77724000E+14
765.03,4.80716000E+14
765.04,4.82957000E+14
765.05,4.84289000E+14
765.06,4.84922000E+14
765.07,4.85147000E+14
765.08,4.85184000E+14
765.09,4.85153000E+14
765.10,4.85102000E+14
765.11,4.85041000E+14
765.12,4.84972000E+14
765.13,4.84897000E+14
765.14,4.84821000E+14
765.15,4.84752000E+14
765.16,4.84691000E+14
765.17,4.84635000E+14
765.18,4.84581000E+14
765.19,4.84526000E+14
765.20,4.84466000E+14
765.21,4.84399000E+14
765.22,4.84323000E+14
765.23,4.84238000E+14
765.24,4.84116000E+14
765.25,4.83823000E+14
765.26,4.82937000E+14
765.27,4.80575000E+14
765.28,4.75759000E+14
765.29,4.68940000E+14
765.30,4.63321000E+14
765.31,4.62872000E+14
765.32,4.67992000E+14
765.33,4.74873000E+14
765.34,4.79745000E+14
765.35,4.81947000E+14
765.36,4.82829000E+14
765.37,4.83513000E+14
765.38,4.84206000E+14
765.39,4.84719000E+14
765.40,4.84947000E+14
765.41,4.84934000E+14
765.42,4.84775000E+14
765.43,4.84520000E+14
765.44,4.84167000E+14
765.45,4.83768000E+14
765.46,4.83498000E+14
765.47,4.83504000E+14
765.48,4.83707000E+14
765.49,4.83886000E+14
765.50,4.83912000E+14
765.51,4.83827000E+14
765.52,4.83697000E+14
765.53,4.83303000E+14
765.54,4.81784000E+14
765.55,4.77390000E+14
765.56,4.68174000E+14
765.57,4.54812000E+14
765.58,4.43405000E+14
765.59,4.42092000E+14
765.60,4.52312000E+14
765.61,4.66738000E+14
765.62,4.77353000E+14
765.63,4.81842000E+14
765.64,4.82087000E+14
765.65,4.80555000E+14
765.66,4.78660000E+14
765.67,4.76272000E+14
765.68,4.72153000E+14
765.69,4.65508000E+14
765.70,4.57165000E+14
765.71,4.49380000E+14
765.72,4.44714000E+14
765.73,4.44583000E+14
765.74,4.48325000E+14
765.75,4.54061000E+14
765.76,4.60476000E+14
765.77,4.67045000E+14
765.78,4.73002000E+14
765.79,4.77392000E+14
765.80,4.79968000E+14
765.81,4.81211000E+14
765.82,4.81711000E+14
765.83,4.81865000E+14
765.84,4.81909000E+14
765.85,4.81973000E+14
765.86,4.82093000E+14
765.87,4.82223000E+14
765.88,4.82215000E+14
765.89,4.81774000E+14
765.90,4.80369000E+14
765.91,4.77182000E+14
765.92,4.71148000E+14
765.93,4.60769000E+14
765.94,4.43812000E+14
765.95,4.19435000E+14
765.96,3.93673000E+14
765.97,3.80148000E+14
765.98,3.88830000E+14
765.99,4.14745000E+14
766.00,4.42971000E+14
766.01,4.62674000E+14
766.02,4.72428000E+14
766.03,4.75756000E+14
766.04,4.76395000E+14
766.05,4.76628000E+14
766.06,4.77059000E+14
766.07,4.76931000E+14
766.08,4.74445000E+14
766.09,4.66553000E+14
766.10,4.49979000E+14
766.11,4.25549000E+14
766.12,4.02067000E+14
766.13,3.91969000E+14
766.14,4.00595000E+14
766.15,4.21602000E+14
766.16,4.42860000E+14
766.17,4.54406000E+14
766.18,4.52933000E+14
766.19,4.43476000E+14
766.20,4.36729000E+14
766.21,4.40566000E+14
766.22,4.53207000E+14
766.23,4.66677000E+14
766.24,4.75438000E+14
766.25,4.79359000E+14
766.26,4.80638000E+14
766.27,4.80783000E+14
766.28,4.79688000E+14
766.29,4.75277000E+14
766.30,4.63705000E+14
766.31,4.42683000E+14
766.32,4.17664000E+14
766.33,4.02103000E+14
766.34,4.05848000E+14
766.35,4.24858000E+14
766.36,4.46963000E+14
766.37,4.63960000E+14
766.38,4.74467000E+14
766.39,4.79986000E+14
766.40,4.82262000E+14
766.41,4.82681000E+14
766.42,4.82048000E+14
766.43,4.80689000E+14
766.44,4.79026000E+14
766.45,4.77913000E+14
766.46,4.78104000E+14
766.47,4.79434000E+14
766.48,4.80933000E+14
766.49,4.81752000E+14
766.50,4.81801000E+14
766.51,4.81551000E+14
766.52,4.81384000E+14
766.53,4.81273000E+14
766.54,4.81044000E+14
766.55,4.80742000E+14
766.56,4.80557000E+14
766.57,4.80438000E+14
766.58,4.79598000E+14
766.59,4.75826000E+14
766.60,4.64979000E+14
766.61,4.42644000E+14
766.62,4.09750000E+14
766.63,3.78065000E+14
766.64,3.65222000E+14
766.65,3.77925000E+14
766.66,4.01161000E+14
766.67,4.08651000E+14
766.68,3.85136000E+14
766.69,3.41541000E+14
766.70,3.10225000E+14
766.71,3.17933000E+14
766.72,3.60612000E+14
766.73,4.11146000E+14
766.74,4.47890000E+14
766.75,4.67371000E+14
766.76,4.75871000E+14
766.77,4.79350000E+14
766.78,4.80827000E+14
766.79,4.81519000E+14
766.80,4.81923000E+14
766.81,4.82242000E+14
766.82,4.82547000E+14
766.83,4.82856000E+14
766.84,4.83172000E+14
766.85,4.83487000E+14
766.86,4.83768000E+14
766.87,4.83966000E+14
766.88,4.84076000E+14
766.89,4.84163000E+14
766.90,4.84288000E+14
766.91,4.84415000E+14
766.92,4.84427000E+14
766.93,4.84245000E+14
766.94,4.83898000E+14
766.95,4.83465000E+14
766.96,4.82996000E+14
766.97,4.82559000E+14
766.98,4.82300000E+14
766.99,4.82338000E+14
767.00,4.82587000E+14
767.01,4.82743000E+14
767.02,4.82482000E+14
767.03,4.81762000E+14
767.04,4.80913000E+14
767.05,4.80348000E+14
767.06,4.80203000E+14
767.07,4.80298000E+14
767.08,4.80314000E+14
767.09,4.79924000E+14
767.10,4.78947000E+14
767.11,4.77469000E+14
767.12,4.75628000E+14
767.13,4.73108000E+14
767.14,4.68669000E+14
767.15,4.60561000E+14
767.16,4.48834000E+14
767.17,4.37857000E+14
767.18,4.34420000E+14
767.19,4.41299000E+14
767.20,4.54271000E+14
767.21,4.66731000E+14
767.22,4.75237000E+14
767.23,4.79987000E+14
767.24,4.82403000E+14
767.25,4.83583000E+14
767.26,4.84133000E+14
767.27,4.84379000E+14
767.28,4.84491000E+14
767.29,4.84550000E+14
767.30,4.84598000E+14
767.31,4.84678000E+14
767.32,4.84812000E+14
767.33,4.84969000E+14
767.34,4.85091000E+14
767.35,4.85156000E+14
767.36,4.85180000E+14
767.37,4.85187000E+14
767.38,4.85185000E+14
767.39,4.85159000E+14
767.40,4.85072000E+14
767.41,4.84850000E+14
767.42,4.84386000E+14
767.43,4.83601000E+14
767.44,4.82583000E+14
767.45,4.81613000E+14
767.46,4.80999000E+14
767.47,4.80950000E+14
767.48,4.81521000E+14
767.49,4.82513000E+14
767.50,4.83498000E+14
767.51,4.84096000E+14
767.52,4.84197000E+14
767.53,4.83894000E+14
767.54,4.83360000E+14
767.55,4.82830000E+14
767.56,4.82529000E+14
767.57,4.82513000E+14
767.58,4.82700000E+14
767.59,4.83043000E+14
767.60,4.83514000E+14
767.61,4.84004000E+14
767.62,4.84384000E+14
767.63,4.84611000E+14
767.64,4.84719000E+14
767.65,4.84739000E+14
767.66,4.84656000E+14
767.67,4.84448000E+14
767.68,4.84167000E+14
767.69,4.83982000E+14
767.70,4.84041000E+14
767.71,4.84309000E+14
767.72,4.84610000E+14
767.73,4.84811000E+14
767.74,4.84875000E+14
767.75,4.84781000E+14
767.76,4.84450000E+14
767.77,4.83805000E+14
767.78,4.82947000E+14
767.79,4.82207000E+14
767.80,4.81894000E+14
767.81,4.82037000E+14
767.82,4.82494000E+14
767.83,4.83133000E+14
767.84,4.83811000E+14
767.85,4.84361000E+14
767.86,4.84679000E+14
767.87,4.84758000E+14
767.88,4.84669000E+14
767.89,4.84527000E+14
767.90,4.84445000E+14
767.91,4.84451000E+14
767.92,4.84489000E+14
767.93,4.84534000E+14
767.94,4.84610000E+14
767.95,4.84711000E+14
767.96,4.84759000E+14
767.97,4.84626000E+14
767.98,4.84141000E+14
767.99,4.83182000E+14
768.00,4.81878000E+14
768.01,4.80689000E+14
768.02,4.80111000E+14
768.03,4.80309000E+14
768.04,4.81059000E+14
768.05,4.81949000E+14
768.06,4.82645000E+14
768.07,4.83061000E+14
768.08,4.83305000E+14
768.09,4.83498000E+14
768.10,4.83672000E+14
768.11,4.83793000E+14
768.12,4.83795000E+14
768.13,4.83553000E+14
768.14,4.82850000E+14
768.15,4.81529000E+14
768.16,4.79804000E+14
768.17,4.78235000E+14
768.18,4.76922000E+14
768.19,4.74357000E+14
768.20,4.67033000E+14
768.21,4.51173000E+14
768.22,4.27438000E+14
768.23,4.05153000E+14
768.24,3.97899000E+14
768.25,4.10864000E+14
768.26,4.35275000E+14
768.27,4.57802000E+14
768.28,4.71833000E+14
768.29,4.78398000E+14
768.30,4.80943000E+14
768.31,4.81931000E+14
768.32,4.82462000E+14
768.33,4.82809000E+14
768.34,4.82878000E+14
768.35,4.82597000E+14
768.36,4.82121000E+14
768.37,4.81734000E+14
768.38,4.81607000E+14
768.39,4.81755000E+14
768.40,4.82153000E+14
768.41,4.82755000E+14
768.42,4.83424000E+14
768.43,4.83977000E+14
768.44,4.84323000E+14
768.45,4.84493000E+14
768.46,4.84560000E+14
768.47,4.84569000E+14
768.48,4.84510000E+14
768.49,4.84334000E+14
768.50,4.84027000E+14
768.51,4.83688000E+14
768.52,4.83449000E+14
768.53,4.83244000E+14
768.54,4.82836000E+14
768.55,4.82229000E+14
768.56,4.81862000E+14
768.57,4.82117000E+14
768.58,4.82801000E+14
768.59,4.83364000E+14
768.60,4.83502000E+14
768.61,4.83356000E+14
768.62,4.83264000E+14
768.63,4.83416000E+14
768.64,4.83728000E+14
768.65,4.84013000E+14
768.66,4.84173000E+14
768.67,4.84194000E+14
768.68,4.84039000E+14
768.69,4.83594000E+14
768.70,4.82715000E+14
768.71,4.81451000E+14
768.72,4.80255000E+14
768.73,4.79785000E+14
768.74,4.80289000E+14
768.75,4.81351000E+14
768.76,4.82357000E+14
768.77,4.82984000E+14
768.78,4.83165000E+14
768.79,4.82827000E+14
768.80,4.81886000E+14
768.81,4.80554000E+14
768.82,4.79521000E+14
768.83,4.79487000E+14
768.84,4.80450000E+14
768.85,4.81706000E+14
768.86,4.82569000E+14
768.87,4.82870000E+14
768.88,4.82840000E+14
768.89,4.82766000E+14
768.90,4.82779000E+14
768.91,4.82842000E+14
768.92,4.82816000E+14
768.93,4.82508000E+14
768.94,4.81796000E+14
768.95,4.80800000E+14
768.96,4.79900000E+14
768.97,4.79483000E+14
768.98,4.79627000E+14
768.99,4.80015000E+14
769.00,4.80096000E+14
769.01,4.79275000E+14
769.02,4.77032000E+14
769.03,4.73241000E+14
769.04,4.68860000E+14
769.05,4.66024000E+14
769.06,4.66388000E+14
769.07,4.68997000E+14
769.08,4.70514000E+14
769.09,4.68079000E+14
769.10,4.62308000E+14
769.11,4.57708000E+14
769.12,4.58852000E+14
769.13,4.65591000E+14
769.14,4.73524000E+14
769.15,4.78938000E+14
769.16,4.81367000E+14
769.17,4.82087000E+14
769.18,4.82152000E+14
769.19,4.81896000E+14
769.20,4.81306000E+14
769.21,4.80506000E+14
769.22,4.79910000E+14
769.23,4.79876000E+14
769.24,4.80287000E+14
769.25,4.80660000E+14
769.26,4.80625000E+14
769.27,4.80100000E+14
769.28,4.79095000E+14
769.29,4.77637000E+14
769.30,4.75801000E+14
769.31,4.73286000E+14
769.32,4.68534000E+14
769.33,4.58387000E+14
769.34,4.39740000E+14
769.35,4.13925000E+14
769.36,3.90210000E+14
769.37,3.81278000E+14
769.38,3.91922000E+14
769.39,4.14435000E+14
769.40,4.36940000E+14
769.41,4.53179000E+14
769.42,4.63340000E+14
769.43,4.69551000E+14
769.44,4.73267000E+14
769.45,4.75411000E+14
769.46,4.76803000E+14
769.47,4.77976000E+14
769.48,4.79027000E+14
769.49,4.79834000E+14
769.50,4.80306000E+14
769.51,4.80446000E+14
769.52,4.80340000E+14
769.53,4.80136000E+14
769.54,4.79999000E+14
769.55,4.80030000E+14
769.56,4.80161000E+14
769.57,4.80198000E+14
769.58,4.80080000E+14
769.59,4.80032000E+14
769.60,4.80314000E+14
769.61,4.80907000E+14
769.62,4.81561000E+14
769.63,4.82060000E+14
769.64,4.82331000E+14
769.65,4.82404000E+14
769.66,4.82326000E+14
769.67,4.82126000E+14
769.68,4.81848000E+14
769.69,4.81589000E+14
769.70,4.81430000E+14
769.71,4.81330000E+14
769.72,4.81061000E+14
769.73,4.80175000E+14
769.74,4.78027000E+14
769.75,4.74144000E+14
769.76,4.69180000E+14
769.77,4.65360000E+14
769.78,4.64984000E+14
769.79,4.68162000E+14
769.80,4.72751000E+14
769.81,4.76550000E+14
769.82,4.78795000E+14
769.83,4.79806000E+14
769.84,4.80058000E+14
769.85,4.79703000E+14
769.86,4.78575000E+14
769.87,4.76712000E+14
769.88,4.74965000E+14
769.89,4.74620000E+14
769.90,4.76088000E+14
769.91,4.78431000E+14
769.92,4.80436000E+14
769.93,4.81614000E+14
769.94,4.82104000E+14
769.95,4.82190000E+14
769.96,4.82096000E+14
769.97,4.81970000E+14
769.98,4.81883000E+14
769.99,4.81833000E+14
770.00,4.81767000E+14
770.01,4.81659000E+14
770.02,4.81555000E+14
770.03,4.81473000E+14
770.04,4.81179000E+14
770.05,4.79868000E+14
770.06,4.75229000E+14
770.07,4.61957000E+14
770.08,4.32643000E+14
770.09,3.85985000E+14
770.10,3.38048000E+14
770.11,3.17494000E+14
770.12,3.39156000E+14
770.13,3.87398000E+14
770.14,4.33482000E+14
770.15,4.61863000E+14
770.16,4.74371000E+14
770.17,4.78686000E+14
770.18,4.80181000E+14
770.19,4.81022000E+14
770.20,4.81671000E+14
770.21,4.82062000E+14
770.22,4.82138000E+14
770.23,4.81973000E+14
770.24,4.81705000E+14
770.25,4.81469000E+14
770.26,4.81354000E+14
770.27,4.81392000E+14
770.28,4.81548000E+14
770.29,4.81740000E+14
770.30,4.81931000E+14
770.31,4.82146000E+14
770.32,4.82388000E+14
770.33,4.82594000E+14
770.34,4.82710000E+14
770.35,4.82739000E+14
770.36,4.82700000E+14
770.37,4.82574000E+14
770.38,4.82366000E+14
770.39,4.82185000E+14
770.40,4.82182000E+14
770.41,4.82370000E+14
770.42,4.82602000E+14
770.43,4.82709000E+14
770.44,4.82587000E+14
770.45,4.82187000E+14
770.46,4.81544000E+14
770.47,4.80791000E+14
770.48,4.80078000E+14
770.49,4.79554000E+14
770.50,4.79429000E+14
770.51,4.79826000E+14
770.52,4.80539000E+14
770.53,4.81164000E+14
770.54,4.81511000E+14
770.55,4.81710000E+14
770.56,4.81958000E+14
770.57,4.82308000E+14
770.58,4.82682000E+14
770.59,4.82956000E+14
770.60,4.83038000E+14
770.61,4.82943000E+14
770.62,4.82798000E+14
770.63,4.82735000E+14
770.64,4.82760000E+14
770.65,4.82753000E+14
770.66,4.82566000E+14
770.67,4.82145000E+14
770.68,4.81616000E+14
770.69,4.81247000E+14
770.70,4.81252000E+14
770.71,4.81614000E+14
770.72,4.82104000E+14
770.73,4.82438000E+14
770.74,4.82391000E+14
770.75,4.81868000E+14
770.76,4.80972000E+14
770.77,4.80044000E+14
770.78,4.79506000E+14
770.79,4.79559000E+14
770.80,4.80005000E+14
770.81,4.80429000E+14
770.82,4.80567000E+14
770.83,4.80496000E+14
770.84,4.80514000E+14
770.85,4.80828000E+14
770.86,4.81350000E+14
770.87,4.81801000E+14
770.88,4.81992000E+14
770.89,4.81942000E+14
770.90,4.81753000E+14
770.91,4.81439000E+14
770.92,4.80960000E+14
770.93,4.80395000E+14
770.94,4.79981000E+14
770.95,4.79916000E+14
770.96,4.80152000E+14
770.97,4.80447000E+14
770.98,4.80600000E+14
770.99,4.80669000E+14
771.00,4.80903000E+14
771.01,4.81406000E+14
771.02,4.81974000E+14
771.03,4.82329000E+14
771.04,4.82353000E+14
771.05,4.82113000E+14
771.06,4.81779000E+14
771.07,4.81518000E+14
771.08,4.81371000E+14
771.09,4.81207000E+14
771.10,4.80880000E+14
771.11,4.80440000E+14
771.12,4.80115000E+14
771.13,4.80028000E+14
771.14,4.80011000E+14
771.15,4.79741000E+14
771.16,4.79034000E+14
771.17,4.78100000E+14
771.18,4.77439000E+14
771.19,4.77105000E+14
771.20,4.75857000E+14
771.21,4.70888000E+14
771.22,4.58724000E+14
771.23,4.38757000E+14
771.24,4.18146000E+14
771.25,4.09755000E+14
771.26,4.20032000E+14
771.27,4.41509000E+14
771.28,4.61328000E+14
771.29,4.73210000E+14
771.30,4.78518000E+14
771.31,4.80579000E+14
771.32,4.81305000E+14
771.33,4.81100000E+14
771.34,4.79230000E+14
771.35,4.73744000E+14
771.36,4.62533000E+14
771.37,4.46986000E+14
771.38,4.34662000E+14
771.39,4.34244000E+14
771.40,4.46164000E+14
771.41,4.61960000E+14
771.42,4.73397000E+14
771.43,4.78441000E+14
771.44,4.79097000E+14
771.45,4.77457000E+14
771.46,4.74639000E+14
771.47,4.71790000E+14
771.48,4.70544000E+14
771.49,4.71833000E+14
771.50,4.74881000E+14
771.51,4.78050000E+14
771.52,4.80291000E+14
771.53,4.81469000E+14
771.54,4.81859000E+14
771.55,4.81778000E+14
771.56,4.81516000E+14
771.57,4.81260000E+14
771.58,4.80854000E+14
771.59,4.79295000E+14
771.60,4.73806000E+14
771.61,4.59449000E+14
771.62,4.32558000E+14
771.63,3.98640000E+14
771.64,3.74723000E+14
771.65,3.76027000E+14
771.66,3.99953000E+14
771.67,4.29895000E+14
771.68,4.52635000E+14
771.69,4.65573000E+14
771.70,4.71118000E+14
771.71,4.71362000E+14
771.72,4.67787000E+14
771.73,4.61883000E+14
771.74,4.53801000E+14
771.75,4.42350000E+14
771.76,4.29829000E+14
771.77,4.24436000E+14
771.78,4.32348000E+14
771.79,4.49467000E+14
771.80,4.65906000E+14
771.81,4.75943000E+14
771.82,4.80211000E+14
771.83,4.81526000E+14
771.84,4.81811000E+14
771.85,4.81825000E+14
771.86,4.81766000E+14
771.87,4.81658000E+14
771.88,4.81492000E+14
771.89,4.81281000E+14
771.90,4.81096000E+14
771.91,4.81050000E+14
771.92,4.81186000E+14
771.93,4.81389000E+14
771.94,4.81451000E+14
771.95,4.81262000E+14
771.96,4.80914000E+14
771.97,4.80658000E+14
771.98,4.80687000E+14
771.99,4.80953000E+14
772.00,4.81227000E+14
772.01,4.81365000E+14
772.02,4.81420000E+14
772.03,4.81496000E+14
772.04,4.81592000E+14
772.05,4.81615000E+14
772.06,4.81378000E+14
772.07,4.80415000E+14
772.08,4.77638000E+14
772.09,4.71577000E+14
772.10,4.62205000E+14
772.11,4.53196000E+14
772.12,4.50356000E+14
772.13,4.55788000E+14
772.14,4.65374000E+14
772.15,4.73465000E+14
772.16,4.77857000E+14
772.17,4.79553000E+14
772.18,4.80112000E+14
772.19,4.80324000E+14
772.20,4.80334000E+14
772.21,4.80104000E+14
772.22,4.79695000E+14
772.23,4.79283000E+14
772.24,4.78919000E+14
772.25,4.78232000E+14
772.26,4.76624000E+14
772.27,4.74127000E+14
772.28,4.72006000E+14
772.29,4.71828000E+14
772.30,4.73771000E+14
772.31,4.76455000E+14
772.32,4.78495000E+14
772.33,4.79526000E+14
772.34,4.79870000E+14
772.35,4.79881000E+14
772.36,4.79742000E+14
772.37,4.79516000E+14
772.38,4.79191000E+14
772.39,4.78731000E+14
772.40,4.78154000E+14
772.41,4.77501000E+14
772.42,4.76672000E+14
772.43,4.75308000E+14
772.44,4.72960000E+14
772.45,4.69498000E+14
772.46,4.65558000E+14
772.47,4.62477000E+14
772.48,4.61264000E+14
772.49,4.61168000E+14
772.50,4.59246000E+14
772.51,4.52260000E+14
772.52,4.40954000E+14
772.53,4.32377000E+14
772.54,4.34287000E+14
772.55,4.46390000E+14
772.56,4.60880000E+14
772.57,4.71150000E+14
772.58,4.76219000E+14
772.59,4.78108000E+14
772.60,4.78654000E+14
772.61,4.78806000E+14
772.62,4.78968000E+14
772.63,4.79237000E+14
772.64,4.79566000E+14
772.65,4.79896000E+14
772.66,4.80155000E+14
772.67,4.80227000E+14
772.68,4.80000000E+14
772.69,4.79396000E+14
772.70,4.78354000E+14
772.71,4.76962000E+14
772.72,4.75689000E+14
772.73,4.75228000E+14
772.74,4.75828000E+14
772.75,4.76963000E+14
772.76,4.77898000E+14
772.77,4.78338000E+14
772.78,4.78368000E+14
772.79,4.78158000E+14
772.80,4.77997000E+14
772.81,4.78241000E+14
772.82,4.78965000E+14
772.83,4.79863000E+14
772.84,4.80532000E+14
772.85,4.80748000E+14
772.86,4.80513000E+14
772.87,4.80000000E+14
772.88,4.79491000E+14
772.89,4.79234000E+14
772.90,4.79240000E+14
772.91,4.79137000E+14
772.92,4.77965000E+14
772.93,4.73513000E+14
772.94,4.61754000E+14
772.95,4.39229000E+14
772.96,4.09768000E+14
772.97,3.87926000E+14
772.98,3.88559000E+14
772.99,4.11055000E+14
773.00,4.40072000E+14
773.01,4.61727000E+14
773.02,4.73023000E+14
773.03,4.77641000E+14
773.04,4.79363000E+14
773.05,4.80074000E+14
773.06,4.80460000E+14
773.07,4.80744000E+14
773.08,4.80979000E+14
773.09,4.81151000E+14
773.10,4.81241000E+14
773.11,4.81222000E+14
773.12,4.81054000E+14
773.13,4.80705000E+14
773.14,4.80226000E+14
773.15,4.79799000E+14
773.16,4.79633000E+14
773.17,4.79733000E+14
773.18,4.79840000E+14
773.19,4.79704000E+14
773.20,4.79393000E+14
773.21,4.79254000E+14
773.22,4.79520000E+14
773.23,4.80046000E+14
773.24,4.80498000E+14
773.25,4.80683000E+14
773.26,4.80619000E+14
773.27,4.80381000E+14
773.28,4.79992000E+14
773.29,4.79449000E+14
773.30,4.78852000E+14
773.31,4.78441000E+14
773.32,4.78397000E+14
773.33,4.78602000E+14
773.34,4.78734000E+14
773.35,4.78590000E+14
773.36,4.78179000E+14
773.37,4.77614000E+14
773.38,4.77022000E+14
773.39,4.76420000E+14
773.40,4.75618000E+14
773.41,4.74374000E+14
773.42,4.72710000E+14
773.43,4.71012000E+14
773.44,4.69820000E+14
773.45,4.69478000E+14
773.46,4.69939000E+14
773.47,4.70867000E+14
773.48,4.71859000E+14
773.49,4.72601000E+14
773.50,4.72988000E+14
773.51,4.73213000E+14
773.52,4.73683000E+14
773.53,4.74654000E+14
773.54,4.75756000E+14
773.55,4.75967000E+14
773.56,4.74297000E+14
773.57,4.70932000E+14
773.58,4.67820000E+14
773.59,4.67304000E+14
773.60,4.69647000E+14
773.61,4.72822000E+14
773.62,4.74963000E+14
773.63,4.75933000E+14
773.64,4.76526000E+14
773.65,4.77267000E+14
773.66,4.78144000E+14
773.67,4.78897000E+14
773.68,4.79319000E+14
773.69,4.79448000E+14
773.70,4.79517000E+14
773.71,4.79701000E+14
773.72,4.79944000E+14
773.73,4.80045000E+14
773.74,4.79855000E+14
773.75,4.79399000E+14
773.76,4.78825000E+14
773.77,4.78206000E+14
773.78,4.77439000E+14
773.79,4.76457000E+14
773.80,4.75587000E+14
773.81,4.75455000E+14
773.82,4.76332000E+14
773.83,4.77783000E+14
773.84,4.79105000E+14
773.85,4.79900000E+14
773.86,4.80169000E+14
773.87,4.80105000E+14
773.88,4.79945000E+14
773.89,4.79858000E+14
773.90,4.79859000E+14
773.91,4.79880000E+14
773.92,4.79919000E+14
773.93,4.80012000E+14
773.94,4.80028000E+14
773.95,4.79669000E+14
773.96,4.78780000E+14
773.97,4.77705000E+14
773.98,4.77174000E+14
773.99,4.77608000E+14
774.00,4.78688000E+14
774.01,4.79771000E+14
774.02,4.80479000E+14
774.03,4.80757000E+14
774.04,4.80654000E+14
774.05,4.80278000E+14
774.06,4.79865000E+14
774.07,4.79683000E+14
774.08,4.79783000E+14
774.09,4.79939000E+14
774.10,4.79941000E+14
774.11,4.79812000E+14
774.12,4.79684000E+14
774.13,4.79592000E+14
774.14,4.79535000E+14
774.15,4.79591000E+14
774.16,4.79809000E+14
774.17,4.80107000E+14
774.18,4.80369000E+14
774.19,4.80520000E+14
774.20,4.80515000E+14
774.21,4.80374000E+14
774.22,4.80213000E+14
774.23,4.80137000E+14
774.24,4.80122000E+14
774.25,4.80069000E+14
774.26,4.79976000E+14
774.27,4.79949000E+14
774.28,4.80049000E+14
774.29,4.80200000E+14
774.30,4.80274000E+14
774.31,4.80201000E+14
774.32,4.79953000E+14
774.33,4.79453000E+14
774.34,4.78555000E+14
774.35,4.77254000E+14
774.36,4.75935000E+14
774.37,4.75216000E+14
774.38,4.75365000E+14
774.39,4.75997000E+14
774.40,4.76437000E+14
774.41,4.76190000E+14
774.42,4.74971000E+14
774.43,4.72212000E+14
774.44,4.66249000E+14
774.45,4.54026000E+14
774.46,4.33149000E+14
