wavelength_nm,reference_radiance_photons_cm2_s_sr_nm
764.8900,3.99060000e+12
764.9000,3.99600000e+12
764.9100,3.89060000e+12
764.9200,3.77340000e+12
764.9300,3.75080000e+12
764.9400,3.73410000e+12
764.9500,3.82270000e+12
764.9600,3.93170000e+12
764.9700,3.93060000e+12
764.9800,3.92880000e+12
764.9900,3.91160000e+12
765.0000,3.87360000e+12
765.0100,3.83110000e+12
765.0200,3.77590000e+12
765.0300,3.66760000e+12
765.0400,3.44160000e+12
765.0500,3.18520000e+12
765.0600,2.87740000e+12
765.0700,2.46740000e+12
765.0800,1.97970000e+12
765.0900,1.38850000e+12
765.1000,8.30750000e+11
765.1100,5.23700000e+11
765.1200,5.82920000e+11
765.1300,9.66820000e+11
765.1400,1.49180000e+12
765.1500,1.92440000e+12
765.1600,2.22380000e+12
765.1700,2.29570000e+12
765.1800,2.11840000e+12
765.1900,1.76760000e+12
765.2000,1.25770000e+12
765.2100,7.57230000e+11
765.2200,4.89730000e+11
765.2300,5.65480000e+11
765.2400,9.71990000e+11
765.2500,1.58350000e+12
765.2600,2.21940000e+12
765.2700,2.73590000e+12
765.2800,3.01600000e+12
765.2900,3.17810000e+12
765.3000,3.31020000e+12
765.3100,3.45450000e+12
765.3200,3.66040000e+12
765.3300,3.83920000e+12
765.3400,3.95510000e+12
765.3500,4.02490000e+12
765.3600,4.07130000e+12
765.3700,4.10210000e+12
765.3800,4.09520000e+12
765.3900,3.99570000e+12
765.4000,3.94800000e+12
765.4100,3.95350000e+12
765.4200,3.98890000e+12
765.4300,4.08680000e+12
765.4400,4.13010000e+12
765.4500,4.13030000e+12
765.4600,4.12940000e+12
765.4700,4.14320000e+12
765.4800,4.14970000e+12
765.4900,4.13590000e+12
765.5000,4.11330000e+12
765.5100,4.07840000e+12
765.5200,3.99230000e+12
765.5300,3.83610000e+12
765.5400,3.68770000e+12
765.5500,3.51960000e+12
765.5600,3.32740000e+12
765.5700,3.08300000e+12
765.5800,2.64740000e+12
765.5900,2.03180000e+12
765.6000,1.35450000e+12
765.6100,8.27480000e+11
765.6200,6.60920000e+11
765.6300,9.10690000e+11
765.6400,1.44170000e+12
765.6500,2.06720000e+12
765.6600,2.54600000e+12
765.6700,2.77990000e+12
765.6800,2.75440000e+12
765.6900,2.41730000e+12
765.7000,1.85460000e+12
765.7100,1.21800000e+12
765.7200,7.33930000e+11
765.7300,6.14360000e+11
765.7400,9.27650000e+11
765.7500,1.54890000e+12
765.7600,2.25870000e+12
765.7700,2.85570000e+12
765.7800,3.22550000e+12
765.7900,3.46760000e+12
765.8000,3.63640000e+12
765.8100,3.78140000e+12
765.8200,3.93750000e+12
765.8300,4.04160000e+12
765.8400,4.10620000e+12
765.8500,4.14340000e+12
765.8600,4.16990000e+12
765.8700,4.18720000e+12
765.8800,4.16340000e+12
765.8900,4.08570000e+12
765.9000,4.05150000e+12
765.9100,4.02540000e+12
765.9200,4.00580000e+12
765.9300,3.98900000e+12
765.9400,3.86050000e+12
765.9500,3.68190000e+12
765.9600,3.53510000e+12
765.9700,3.47190000e+12
765.9800,3.52740000e+12
765.9900,3.67710000e+12
766.0000,3.85240000e+12
766.0100,4.00110000e+12
766.0200,4.09050000e+12
766.0300,4.09310000e+12
766.0400,4.03330000e+12
766.0500,3.98390000e+12
766.0600,3.93470000e+12
766.0700,3.89930000e+12
766.0800,3.84010000e+12
766.0900,3.66250000e+12
766.1000,3.34990000e+12
766.1100,2.85690000e+12
766.1200,2.17870000e+12
766.1300,1.44770000e+12
766.1400,9.25210000e+11
766.1500,8.52060000e+11
766.1600,1.26240000e+12
766.1700,1.93550000e+12
766.1800,2.57290000e+12
766.1900,2.96450000e+12
766.2000,3.08810000e+12
766.2100,3.00500000e+12
766.2200,2.69140000e+12
766.2300,2.11780000e+12
766.2400,1.44160000e+12
766.2500,9.76390000e+11
766.2600,9.83180000e+11
766.2700,1.48690000e+12
766.2800,2.24090000e+12
766.2900,2.90020000e+12
766.3000,3.25290000e+12
766.3100,3.37260000e+12
766.3200,3.38500000e+12
766.3300,3.41380000e+12
766.3400,3.52750000e+12
766.3500,3.68590000e+12
766.3600,3.86700000e+12
766.3700,4.02690000e+12
766.3800,4.14470000e+12
766.3900,4.21720000e+12
766.4000,4.22890000e+12
766.4100,4.19780000e+12
766.4200,4.19120000e+12
766.4300,4.19160000e+12
766.4400,4.21790000e+12
766.4500,4.26820000e+12
766.4600,4.28400000e+12
766.4700,4.29050000e+12
766.4800,4.29100000e+12
766.4900,4.29480000e+12
766.5000,4.29840000e+12
766.5100,4.30190000e+12
766.5200,4.30970000e+12
766.5300,4.31000000e+12
766.5400,4.30540000e+12
766.5500,4.29770000e+12
766.5600,4.26820000e+12
766.5700,4.21600000e+12
766.5800,4.16800000e+12
766.5900,4.08780000e+12
766.6000,3.97220000e+12
766.6100,3.80740000e+12
766.6200,3.58190000e+12
766.6300,3.37550000e+12
766.6400,3.23120000e+12
766.6500,3.12840000e+12
766.6600,2.93720000e+12
766.6700,2.48160000e+12
766.6800,1.79650000e+12
766.6900,1.19540000e+12
766.7000,9.95390000e+11
766.7100,1.32300000e+12
766.7200,2.03520000e+12
766.7300,2.78110000e+12
766.7400,3.30370000e+12
766.7500,3.56210000e+12
766.7600,3.58340000e+12
766.7700,3.32420000e+12
766.7800,2.70600000e+12
766.7900,1.91740000e+12
766.8000,1.38990000e+12
766.8100,1.39560000e+12
766.8200,1.94500000e+12
766.8300,2.77110000e+12
766.8400,3.43880000e+12
766.8500,3.80950000e+12
766.8600,3.99020000e+12
766.8700,4.09710000e+12
766.8800,4.18680000e+12
766.8900,4.24210000e+12
766.9000,4.27910000e+12
766.9100,4.30440000e+12
766.9200,4.31960000e+12
766.9300,4.32830000e+12
766.9400,4.31740000e+12
766.9500,4.29210000e+12
766.9600,4.28730000e+12
766.9700,4.29060000e+12
766.9800,4.31040000e+12
766.9900,4.34320000e+12
767.0000,4.35300000e+12
767.0100,4.35540000e+12
767.0200,4.35450000e+12
767.0300,4.34760000e+12
767.0400,4.33860000e+12
767.0500,4.33430000e+12
767.0600,4.33270000e+12
767.0700,4.33540000e+12
767.0800,4.33820000e+12
767.0900,4.33360000e+12
767.1000,4.32340000e+12
767.1100,4.30000000e+12
767.1200,4.25680000e+12
767.1300,4.21480000e+12
767.1400,4.15710000e+12
767.1500,4.08940000e+12
767.1600,4.02850000e+12
767.1700,3.97060000e+12
767.1800,3.95070000e+12
767.1900,3.97650000e+12
767.2000,4.02970000e+12
767.2100,4.07750000e+12
767.2200,4.06920000e+12
767.2300,3.96200000e+12
767.2400,3.63480000e+12
767.2500,2.92420000e+12
767.2600,2.17620000e+12
767.2700,1.87100000e+12
767.2800,2.05500000e+12
767.2900,2.72440000e+12
767.3000,3.49850000e+12
767.3100,3.91170000e+12
767.3200,4.03610000e+12
767.3300,4.02510000e+12
767.3400,3.86830000e+12
767.3500,3.40140000e+12
767.3600,2.60650000e+12
767.3700,1.97940000e+12
767.3800,1.85220000e+12
767.3900,2.23700000e+12
767.4000,3.02300000e+12
767.4100,3.70970000e+12
767.4200,4.03190000e+12
767.4300,4.15870000e+12
767.4400,4.22990000e+12
767.4500,4.27140000e+12
767.4600,4.29450000e+12
767.4700,4.31520000e+12
767.4800,4.33200000e+12
767.4900,4.34650000e+12
767.5000,4.35250000e+12
767.5100,4.34550000e+12
767.5200,4.34580000e+12
767.5300,4.34800000e+12
767.5400,4.35490000e+12
767.5500,4.37080000e+12
767.5600,4.37570000e+12
767.5700,4.37730000e+12
767.5800,4.38010000e+12
767.5900,4.38400000e+12
767.6000,4.38810000e+12
767.6100,4.38950000e+12
767.6200,4.39040000e+12
767.6300,4.39270000e+12
767.6400,4.39460000e+12
767.6500,4.39780000e+12
767.6600,4.39980000e+12
767.6700,4.39840000e+12
767.6800,4.39420000e+12
767.6900,4.38190000e+12
767.7000,4.37480000e+12
767.7100,4.37380000e+12
767.7200,4.37430000e+12
767.7300,4.38390000e+12
767.7400,4.38900000e+12
767.7500,4.38670000e+12
767.7600,4.38270000e+12
767.7700,4.37410000e+12
767.7800,4.36160000e+12
767.7900,4.34120000e+12
767.8000,4.31320000e+12
767.8100,4.28700000e+12
767.8200,4.24530000e+12
767.8300,4.14580000e+12
767.8400,3.80710000e+12
767.8500,3.08060000e+12
767.8600,2.53350000e+12
767.8700,2.43460000e+12
767.8800,2.73020000e+12
767.8900,3.44400000e+12
767.9000,4.00690000e+12
767.9100,4.18670000e+12
767.9200,4.22200000e+12
767.9300,4.18730000e+12
767.9400,4.01450000e+12
767.9500,3.47000000e+12
767.9600,2.73790000e+12
767.9700,2.40680000e+12
767.9800,2.47680000e+12
767.9900,2.99140000e+12
768.0000,3.73080000e+12
768.0100,4.10890000e+12
768.0200,4.22950000e+12
768.0300,4.28590000e+12
768.0400,4.31730000e+12
768.0500,4.33980000e+12
768.0600,4.35730000e+12
768.0700,4.36900000e+12
768.0800,4.37530000e+12
768.0900,4.37310000e+12
768.1000,4.37270000e+12
768.1100,4.37530000e+12
768.1200,4.37820000e+12
768.1300,4.38420000e+12
768.1400,4.38320000e+12
768.1500,4.37420000e+12
768.1600,4.36240000e+12
768.1700,4.34790000e+12
768.1800,4.32500000e+12
768.1900,4.27900000e+12
768.2000,4.19190000e+12
768.2100,4.05800000e+12
768.2200,3.90330000e+12
768.2300,3.78230000e+12
768.2400,3.74670000e+12
768.2500,3.81460000e+12
768.2600,3.95600000e+12
768.2700,4.11370000e+12
768.2800,4.23810000e+12
768.2900,4.31260000e+12
768.3000,4.35180000e+12
768.3100,4.36910000e+12
768.3200,4.37780000e+12
768.3300,4.38520000e+12
768.3400,4.38620000e+12
768.3500,4.38450000e+12
768.3600,4.38270000e+12
768.3700,4.37960000e+12
768.3800,4.37580000e+12
768.3900,4.36910000e+12
768.4000,4.36600000e+12
768.4100,4.36580000e+12
768.4200,4.36510000e+12
768.4300,4.36350000e+12
768.4400,4.34720000e+12
768.4500,4.28940000e+12
768.4600,4.03530000e+12
768.4700,3.41760000e+12
768.4800,3.01510000e+12
768.4900,2.96510000e+12
768.5000,3.19550000e+12
768.5100,3.80070000e+12
768.5200,4.20580000e+12
768.5300,4.29480000e+12
768.5400,4.30580000e+12
768.5500,4.28030000e+12
768.5600,4.15590000e+12
768.5700,3.67750000e+12
768.5800,3.10080000e+12
768.5900,2.91840000e+12
768.6000,3.00580000e+12
768.6100,3.47900000e+12
768.6200,4.07080000e+12
768.6300,4.28210000e+12
768.6400,4.33820000e+12
768.6500,4.36180000e+12
768.6600,4.37560000e+12
768.6700,4.38580000e+12
768.6800,4.38720000e+12
768.6900,4.37830000e+12
768.7000,4.36770000e+12
768.7100,4.35970000e+12
768.7200,4.35460000e+12
768.7300,4.35830000e+12
768.7400,4.36620000e+12
768.7500,4.37270000e+12
768.7600,4.37720000e+12
768.7700,4.37530000e+12
768.7800,4.37260000e+12
768.7900,4.37030000e+12
768.8000,4.36830000e+12
768.8100,4.36680000e+12
768.8200,4.36240000e+12
768.8300,4.36130000e+12
768.8400,4.36550000e+12
768.8500,4.37520000e+12
768.8600,4.38560000e+12
768.8700,4.38560000e+12
768.8800,4.37470000e+12
768.8900,4.36640000e+12
768.9000,4.35650000e+12
768.9100,4.35680000e+12
768.9200,4.36810000e+12
768.9300,4.37320000e+12
768.9400,4.37740000e+12
768.9500,4.37480000e+12
768.9600,4.36930000e+12
768.9700,4.36580000e+12
768.9800,4.36500000e+12
768.9900,4.36280000e+12
769.0000,4.34340000e+12
769.0100,4.30210000e+12
769.0200,4.26940000e+12
769.0300,4.24200000e+12
769.0400,4.22970000e+12
769.0500,4.24140000e+12
769.0600,4.24700000e+12
769.0700,4.24740000e+12
769.0800,4.23710000e+12
769.0900,4.20130000e+12
769.1000,4.08460000e+12
769.1100,3.67850000e+12
769.1200,3.32340000e+12
769.1300,3.27690000e+12
769.1400,3.39140000e+12
769.1500,3.81160000e+12
769.1600,4.19320000e+12
769.1700,4.27280000e+12
769.1800,4.29650000e+12
769.1900,4.29300000e+12
769.2000,4.25930000e+12
769.2100,4.00090000e+12
769.2200,3.53620000e+12
769.2300,3.37410000e+12
769.2400,3.39910000e+12
769.2500,3.67480000e+12
769.2600,4.14560000e+12
769.2700,4.30750000e+12
769.2800,4.32040000e+12
769.2900,4.29550000e+12
769.3000,4.27090000e+12
769.3100,4.23880000e+12
769.3200,4.18300000e+12
769.3300,4.09430000e+12
769.3400,3.93400000e+12
769.3500,3.74010000e+12
769.3600,3.59810000e+12
769.3700,3.54900000e+12
769.3800,3.61770000e+12
769.3900,3.77260000e+12
769.4000,3.93810000e+12
769.4100,4.08160000e+12
769.4200,4.18610000e+12
769.4300,4.25350000e+12
769.4400,4.29450000e+12
769.4500,4.31860000e+12
769.4600,4.32270000e+12
769.4700,4.30730000e+12
769.4800,4.30650000e+12
769.4900,4.31340000e+12
769.5000,4.32990000e+12
769.5100,4.35880000e+12
769.5200,4.36810000e+12
769.5300,4.36690000e+12
769.5400,4.35310000e+12
769.5500,4.31750000e+12
769.5600,4.30210000e+12
769.5700,4.30200000e+12
769.5800,4.31570000e+12
769.5900,4.35180000e+12
769.6000,4.36970000e+12
769.6100,4.37540000e+12
769.6200,4.38040000e+12
769.6300,4.38450000e+12
769.6400,4.38620000e+12
769.6500,4.38510000e+12
769.6600,4.37570000e+12
769.6700,4.34430000e+12
769.6800,4.32650000e+12
769.6900,4.32400000e+12
769.7000,4.33060000e+12
769.7100,4.35690000e+12
769.7200,4.36660000e+12
769.7300,4.35490000e+12
769.7400,4.33120000e+12
769.7500,4.29660000e+12
769.7600,4.24990000e+12
769.7700,4.10710000e+12
769.7800,3.77720000e+12
769.7900,3.64330000e+12
769.8000,3.66620000e+12
769.8100,3.81590000e+12
769.8200,4.16220000e+12
769.8300,4.32340000e+12
769.8400,4.34410000e+12
769.8500,4.34230000e+12
769.8600,4.32620000e+12
769.8700,4.25330000e+12
769.8800,3.95740000e+12
769.8900,3.71930000e+12
769.9000,3.67050000e+12
769.9100,3.73870000e+12
769.9200,4.03590000e+12
769.9300,4.28850000e+12
769.9400,4.35760000e+12
769.9500,4.37500000e+12
769.9600,4.37940000e+12
769.9700,4.38020000e+12
769.9800,4.38000000e+12
769.9900,4.37970000e+12
770.0000,4.37900000e+12
770.0100,4.37740000e+12
770.0200,4.36190000e+12
770.0300,4.32550000e+12
770.0400,4.30320000e+12
770.0500,4.27270000e+12
770.0600,4.20820000e+12
770.0700,4.07900000e+12
770.0800,3.83130000e+12
770.0900,3.51920000e+12
770.1000,3.25610000e+12
770.1100,3.15440000e+12
770.1200,3.26100000e+12
770.1300,3.52460000e+12
770.1400,3.82050000e+12
770.1500,4.05040000e+12
770.1600,4.20150000e+12
770.1700,4.28000000e+12
770.1800,4.32690000e+12
770.1900,4.36510000e+12
770.2000,4.37780000e+12
770.2100,4.38160000e+12
770.2200,4.38300000e+12
770.2300,4.38250000e+12
770.2400,4.38140000e+12
770.2500,4.38010000e+12
770.2600,4.37910000e+12
770.2700,4.37890000e+12
770.2800,4.37910000e+12
770.2900,4.37680000e+12
770.3000,4.35720000e+12
770.3100,4.33770000e+12
770.3200,4.33580000e+12
770.3300,4.34080000e+12
770.3400,4.36280000e+12
770.3500,4.38480000e+12
770.3600,4.38810000e+12
770.3700,4.38760000e+12
770.3800,4.38640000e+12
770.3900,4.38530000e+12
770.4000,4.38430000e+12
770.4100,4.37880000e+12
770.4200,4.36100000e+12
770.4300,4.35130000e+12
770.4400,4.34760000e+12
770.4500,4.34470000e+12
770.4600,4.30070000e+12
770.4700,4.12800000e+12
770.4800,4.04550000e+12
770.4900,4.03970000e+12
770.5000,4.09740000e+12
770.5100,4.27450000e+12
770.5200,4.35580000e+12
770.5300,4.36690000e+12
770.5400,4.37090000e+12
770.5500,4.37040000e+12
770.5600,4.33610000e+12
770.5700,4.16980000e+12
770.5800,4.06340000e+12
770.5900,4.05380000e+12
770.6000,4.08260000e+12
770.6100,4.23590000e+12
770.6200,4.34290000e+12
770.6300,4.35610000e+12
770.6400,4.36860000e+12
770.6500,4.38190000e+12
770.6600,4.38340000e+12
770.6700,4.38120000e+12
770.6800,4.37860000e+12
770.6900,4.37700000e+12
770.7000,4.37660000e+12
770.7100,4.37480000e+12
770.7200,4.37100000e+12
770.7300,4.37060000e+12
770.7400,4.36990000e+12
770.7500,4.36960000e+12
770.7600,4.37020000e+12
770.7700,4.36630000e+12
770.7800,4.36290000e+12
770.7900,4.36220000e+12
770.8000,4.36380000e+12
770.8100,4.36590000e+12
770.8200,4.36760000e+12
770.8300,4.36860000e+12
770.8400,4.36990000e+12
770.8500,4.37220000e+12
770.8600,4.37530000e+12
770.8700,4.37810000e+12
770.8800,4.37980000e+12
770.8900,4.37980000e+12
770.9000,4.37820000e+12
770.9100,4.37520000e+12
770.9200,4.37150000e+12
770.9300,4.36770000e+12
770.9400,4.36500000e+12
770.9500,4.36410000e+12
770.9600,4.36470000e+12
770.9700,4.36620000e+12
770.9800,4.36780000e+12
770.9900,4.36980000e+12
771.0000,4.37240000e+12
771.0100,4.37570000e+12
771.0200,4.37910000e+12
771.0300,4.38140000e+12
771.0400,4.38190000e+12
771.0500,4.38080000e+12
771.0600,4.37870000e+12
771.0700,4.37650000e+12
771.0800,4.37430000e+12
771.0900,4.37190000e+12
771.1000,4.36920000e+12
771.1100,4.36630000e+12
771.1200,4.36380000e+12
771.1300,4.36180000e+12
771.1400,4.35930000e+12
771.1500,4.35530000e+12
771.1600,4.34900000e+12
771.1700,4.33390000e+12
771.1800,4.26330000e+12
771.1900,4.19010000e+12
771.2000,4.14410000e+12
771.2100,4.07660000e+12
771.2200,4.02740000e+12
771.2300,3.95650000e+12
771.2400,3.86100000e+12
771.2500,3.83370000e+12
771.2600,3.88710000e+12
771.2700,3.99900000e+12
771.2800,4.07730000e+12
771.2900,4.11910000e+12
771.3000,4.17480000e+12
771.3100,4.21390000e+12
771.3200,4.28040000e+12
771.3300,4.34250000e+12
771.3400,4.32400000e+12
771.3500,4.26540000e+12
771.3600,4.17790000e+12
771.3700,4.08500000e+12
771.3800,4.02350000e+12
771.3900,4.02190000e+12
771.4000,4.08100000e+12
771.4100,4.17240000e+12
771.4200,4.25730000e+12
771.4300,4.30470000e+12
771.4400,4.30800000e+12
771.4500,4.29640000e+12
771.4600,4.28010000e+12
771.4700,4.27180000e+12
771.4800,4.28220000e+12
771.4900,4.29560000e+12
771.5000,4.31400000e+12
771.5100,4.33570000e+12
771.5200,4.35430000e+12
771.5300,4.36620000e+12
771.5400,4.37110000e+12
771.5500,4.36750000e+12
771.5600,4.34460000e+12
771.5700,4.32360000e+12
771.5800,4.30880000e+12
771.5900,4.27850000e+12
771.6000,4.21880000e+12
771.6100,4.09000000e+12
771.6200,3.89200000e+12
771.6300,3.69020000e+12
771.6400,3.56200000e+12
771.6500,3.56030000e+12
771.6600,3.68060000e+12
771.6700,3.86600000e+12
771.6800,4.04550000e+12
771.6900,4.17270000e+12
771.7000,4.23770000e+12
771.7100,4.25150000e+12
771.7200,4.22810000e+12
771.7300,4.17580000e+12
771.7400,4.10060000e+12
771.7500,4.01670000e+12
771.7600,3.95170000e+12
771.7700,3.93620000e+12
771.7800,3.98410000e+12
771.7900,4.08080000e+12
771.8000,4.19050000e+12
771.8100,4.27460000e+12
771.8200,4.30580000e+12
771.8300,4.31500000e+12
771.8400,4.32210000e+12
771.8500,4.32980000e+12
771.8600,4.35270000e+12
771.8700,4.36810000e+12
771.8800,4.36890000e+12
771.8900,4.36770000e+12
771.9000,4.36620000e+12
771.9100,4.36030000e+12
771.9200,4.33160000e+12
771.9300,4.30620000e+12
771.9400,4.27500000e+12
771.9500,4.25900000e+12
771.9600,4.28250000e+12
771.9700,4.30750000e+12
771.9800,4.33810000e+12
771.9900,4.36010000e+12
772.0000,4.36430000e+12
772.0100,4.36150000e+12
772.0200,4.33450000e+12
772.0300,4.31490000e+12
772.0400,4.31310000e+12
772.0500,4.31690000e+12
772.0600,4.33870000e+12
772.0700,4.34310000e+12
772.0800,4.31190000e+12
772.0900,4.26020000e+12
772.1000,4.19980000e+12
772.1100,4.15230000e+12
772.1200,4.13840000e+12
772.1300,4.16410000e+12
772.1400,4.21680000e+12
772.1500,4.27370000e+12
772.1600,4.31700000e+12
772.1700,4.34170000e+12
772.1800,4.35250000e+12
772.1900,4.35590000e+12
772.2000,4.35550000e+12
772.2100,4.35170000e+12
772.2200,4.33270000e+12
772.2300,4.30030000e+12
772.2400,4.28590000e+12
772.2500,4.27770000e+12
772.2600,4.28010000e+12
772.2700,4.29410000e+12
772.2800,4.29230000e+12
772.2900,4.29270000e+12
772.3000,4.30260000e+12
772.3100,4.31810000e+12
772.3200,4.33270000e+12
772.3300,4.33960000e+12
772.3400,4.31980000e+12
772.3500,4.29120000e+12
772.3600,4.28410000e+12
772.3700,4.28540000e+12
772.3800,4.30690000e+12
772.3900,4.33350000e+12
772.4000,4.33460000e+12
772.4100,4.32870000e+12
772.4200,4.31910000e+12
772.4300,4.30420000e+12
772.4400,4.28270000e+12
772.4500,4.25580000e+12
772.4600,4.22840000e+12
772.4700,4.20570000e+12
772.4800,4.18860000e+12
772.4900,4.16890000e+12
772.5000,4.13390000e+12
772.5100,4.07920000e+12
772.5200,4.02010000e+12
772.5300,3.98660000e+12
772.5400,4.00250000e+12
772.5500,4.06740000e+12
772.5600,4.15680000e+12
772.5700,4.23890000e+12
772.5800,4.29500000e+12
772.5900,4.32430000e+12
772.6000,4.33660000e+12
772.6100,4.34110000e+12
772.6200,4.34320000e+12
772.6300,4.34470000e+12
772.6400,4.34410000e+12
772.6500,4.32550000e+12
772.6600,4.30050000e+12
772.6700,4.29380000e+12
772.6800,4.28620000e+12
772.6900,4.29180000e+12
772.7000,4.30850000e+12
772.7100,4.30550000e+12
772.7200,4.30610000e+12
772.7300,4.31260000e+12
772.7400,4.31610000e+12
772.7500,4.32090000e+12
772.7600,4.31920000e+12
772.7700,4.29040000e+12
772.7800,4.26280000e+12
772.7900,4.25170000e+12
772.8000,4.25890000e+12
772.8100,4.29400000e+12
772.8200,4.32800000e+12
772.8300,4.34560000e+12
772.8400,4.35200000e+12
772.8500,4.35430000e+12
772.8600,4.35350000e+12
772.8700,4.35070000e+12
772.8800,4.34760000e+12
772.8900,4.34510000e+12
772.9000,4.34190000e+12
772.9100,4.33250000e+12
772.9200,4.30330000e+12
772.9300,4.23460000e+12
772.9400,4.11160000e+12
772.9500,3.94040000e+12
772.9600,3.76630000e+12
772.9700,3.65710000e+12
772.9800,3.66020000e+12
772.9900,3.77470000e+12
773.0000,3.94860000e+12
773.0100,4.11560000e+12
773.0200,4.23490000e+12
773.0300,4.30140000e+12
773.0400,4.33270000e+12
773.0500,4.34660000e+12
773.0600,4.35250000e+12
773.0700,4.35540000e+12
773.0800,4.35700000e+12
773.0900,4.35650000e+12
773.1000,4.34180000e+12
773.1100,4.31510000e+12
773.1200,4.30580000e+12
773.1300,4.30410000e+12
773.1400,4.31600000e+12
773.1500,4.33970000e+12
773.1600,4.34550000e+12
773.1700,4.34570000e+12
773.1800,4.34540000e+12
773.1900,4.34440000e+12
773.2000,4.34270000e+12
773.2100,4.33640000e+12
773.2200,4.31030000e+12
773.2300,4.29350000e+12
773.2400,4.29410000e+12
773.2500,4.30200000e+12
773.2600,4.32900000e+12
773.2700,4.34680000e+12
773.2800,4.34620000e+12
773.2900,4.34250000e+12
773.3000,4.33880000e+12
773.3100,4.33610000e+12
773.3200,4.33500000e+12
773.3300,4.33500000e+12
773.3400,4.33480000e+12
773.3500,4.33340000e+12
773.3600,4.33030000e+12
773.3700,4.32590000e+12
773.3800,4.32040000e+12
773.3900,4.31380000e+12
773.4000,4.30510000e+12
773.4100,4.29410000e+12
773.4200,4.28150000e+12
773.4300,4.26950000e+12
773.4400,4.26080000e+12
773.4500,4.25740000e+12
773.4600,4.25890000e+12
773.4700,4.26150000e+12
773.4800,4.26590000e+12
773.4900,4.27160000e+12
773.5000,4.27680000e+12
773.5100,4.28410000e+12
773.5200,4.29200000e+12
773.5300,4.29810000e+12
773.5400,4.30140000e+12
773.5500,4.29740000e+12
773.5600,4.28320000e+12
773.5700,4.25720000e+12
773.5800,4.22040000e+12
773.5900,4.20240000e+12
773.6000,4.21120000e+12
773.6100,4.23610000e+12
773.6200,4.27510000e+12
773.6300,4.30300000e+12
773.6400,4.31380000e+12
773.6500,4.32110000e+12
773.6600,4.32750000e+12
773.6700,4.33270000e+12
773.6800,4.33480000e+12
773.6900,4.32230000e+12
773.7000,4.30110000e+12
773.7100,4.29660000e+12
773.7200,4.29900000e+12
773.7300,4.31370000e+12
773.7400,4.33520000e+12
773.7500,4.33750000e+12
773.7600,4.33350000e+12
773.7700,4.32760000e+12
773.7800,4.32080000e+12
773.7900,4.31420000e+12
773.8000,4.30990000e+12
773.8100,4.31020000e+12
773.8200,4.31550000e+12
773.8300,4.32430000e+12
773.8400,4.33340000e+12
773.8500,4.34030000e+12
773.8600,4.34380000e+12
773.8700,4.34480000e+12
773.8800,4.34440000e+12
773.8900,4.34370000e+12
773.9000,4.34340000e+12
773.9100,4.34350000e+12
773.9200,4.34370000e+12
773.9300,4.34350000e+12
773.9400,4.34190000e+12
773.9500,4.33790000e+12
773.9600,4.33220000e+12
773.9700,4.32670000e+12
773.9800,4.32430000e+12
773.9900,4.32640000e+12
774.0000,4.33220000e+12
774.0100,4.33930000e+12
774.0200,4.34490000e+12
774.0300,4.34750000e+12
774.0400,4.34730000e+12
774.0500,4.34530000e+12
774.0600,4.34250000e+12
774.0700,4.33710000e+12
774.0800,4.32050000e+12
774.0900,4.31040000e+12
774.1000,4.30940000e+12
774.1100,4.31290000e+12
774.1200,4.32790000e+12
774.1300,4.33750000e+12
774.1400,4.33860000e+12
774.1500,4.33950000e+12
774.1600,4.34090000e+12
774.1700,4.34240000e+12
774.1800,4.34200000e+12
774.1900,4.32900000e+12
774.2000,4.31400000e+12
774.2100,4.31060000e+12
774.2200,4.31180000e+12
774.2300,4.32470000e+12
774.2400,4.33940000e+12
774.2500,4.34170000e+12
774.2600,4.34180000e+12
774.2700,4.34190000e+12
774.2800,4.34180000e+12
774.2900,4.34140000e+12
774.3000,4.34130000e+12
774.3100,4.34030000e+12
774.3200,4.33810000e+12
774.3300,4.33370000e+12
774.3400,4.32600000e+12
774.3500,4.31670000e+12
774.3600,4.30840000e+12
774.3700,4.30330000e+12
774.3800,4.30130000e+12
774.3900,4.30180000e+12
774.4000,4.30200000e+12
774.4100,4.29690000e+12
774.4200,4.28140000e+12
774.4300,4.24470000e+12
774.4400,4.17150000e+12
774.4500,4.05040000e+12
774.4600,3.88770000e+12
774.4700,3.71900000e+12
774.4800,3.60150000e+12
774.4900,3.58310000e+12
774.5000,3.66900000e+12
774.5100,3.82130000e+12
774.5200,3.98280000e+12
774.5300,4.11040000e+12
774.5400,4.19510000e+12
774.5500,4.24530000e+12
774.5600,4.27480000e+12
774.5700,4.29220000e+12
774.5800,4.30090000e+12
774.5900,4.30430000e+12
774.6000,4.29920000e+12
774.6100,4.29330000e+12
774.6200,4.29590000e+12
774.6300,4.30160000e+12
774.6400,4.31430000e+12
774.6500,4.32780000e+12
774.6600,4.33210000e+12
774.6700,4.33340000e+12
774.6800,4.33280000e+12
774.6900,4.33030000e+12
774.7000,4.32490000e+12
774.7100,4.30910000e+12
774.7200,4.28110000e+12
774.7300,4.24960000e+12
774.7400,4.20980000e+12
774.7500,4.17410000e+12
774.7600,4.15710000e+12
774.7700,4.15820000e+12
774.7800,4.18470000e+12
774.7900,4.22730000e+12
774.8000,4.26940000e+12
774.8100,4.29900000e+12
774.8200,4.31180000e+12
774.8300,4.30690000e+12
774.8400,4.28460000e+12
774.8500,4.24900000e+12
